title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Historic bitter crab syndrome monitoring dataset,"This dataset contains sample collection data for all majid, cancrid and lithodid decapods collected by the NOAA AFSC Pathobiology group from 1978 to 2013",7/25/2022,NA,"bitter crab syndrome, Bering Sea, Gulf of Alaska, tanner crab, snow crab, red king crab",NA,NA,"LME's: Bering Sea, GOA, Arctic, Beaufort Sea, Aleutian Islands, Atlantic Coast/Newfoundland",72.00250,-132.8532,51.59767,-179.9203,NA,1978-06-01,2013-10-01
